name,x,y,z,vx,vy,vz,ax,ay,az,mass
body201,-132485701079.51308,-696288873297.788,0.0,13442.712694702963,-2557.799333103102,0.0,0.0,0.0,0.0,5.397200621639086e+23
body202,-2074052601027.3367,-5297627531534.656,0.0,4497.537114838601,-1760.812457221911,0.0,0.0,0.0,0.0,6.81312609766857e+23
body203,988546313028.2294,-3575282957839.0576,0.0,5765.211998712864,1594.0497947604015,0.0,0.0,0.0,0.0,1.837480154992045e+23
body204,-613662596630.873,-1602270274932.2278,0.0,8213.23929529478,-3145.6351849968028,0.0,0.0,0.0,0.0,3.7558542711707955e+23
body205,-4319644484597.4893,732646977502.0171,0.0,-920.3450225436083,-5426.301373837721,0.0,0.0,0.0,0.0,5.7782973803119096e+23
body206,-82371319067.63298,-3224688960648.4336,0.0,6412.23281832507,-163.7938051885762,0.0,0.0,0.0,0.0,3.977121674763371e+23
body207,-691856414507.3527,5234053367101.453,0.0,-4970.551392263974,-657.025754836868,0.0,0.0,0.0,0.0,3.262633085808474e+23
body208,341783186688.9917,905953788265.3826,0.0,-10953.9213464168,4132.513372108344,0.0,0.0,0.0,0.0,2.0759926712954753e+23
body209,309347464357.44086,-4031127646740.51,0.0,5712.679334698421,438.3892105984374,0.0,0.0,0.0,0.0,2.6663485819389574e+23
body210,-1668912253329.077,166241538944.49637,0.0,-881.7368381909611,-8851.827424190538,0.0,0.0,0.0,0.0,7.521265009837465e+23
body211,-7219401031631.097,-1126561733443.2942,0.0,657.1015175556282,-4210.936012559179,0.0,0.0,0.0,0.0,3.546988329474595e+23
body212,281768768526.71466,769234106289.8236,0.0,-11951.615246068592,4377.850490837506,0.0,0.0,0.0,0.0,3.047348471342992e+23
body213,1398058093530.3818,124611335323.21172,0.0,-863.2924227514916,9685.579209794054,0.0,0.0,0.0,0.0,5.80721580340897e+23
body214,2078720287190.0945,-338683544377.4513,0.0,1276.532630833602,7834.9076033545225,0.0,0.0,0.0,0.0,5.980230701187475e+23
body215,3674852355986.7104,3734418929868.286,0.0,-3587.3759781448734,3530.154841401468,0.0,0.0,0.0,0.0,8.816150775366496e+23
body216,2585411255560.6006,-2660577396568.8726,0.0,4289.495034163797,4168.309013036186,0.0,0.0,0.0,0.0,6.16657797663699e+23
body217,-3305266009047.791,1297398488118.6143,0.0,-2233.8485178011942,-5690.975935972453,0.0,0.0,0.0,0.0,2.6592730335107355e+23
body218,424395779082.9591,-164758052286.426,0.0,6179.173846094958,15916.765597250078,0.0,0.0,0.0,0.0,5.299562685391189e+23
body219,-5001805989747.914,3600164921975.3125,0.0,-2710.992162577558,-3766.454351624579,0.0,0.0,0.0,0.0,1.6667395323007582e+23
body220,4469834297944.101,1565249490853.4434,0.0,-1749.587354452129,4996.242202842307,0.0,0.0,0.0,0.0,2.3427782602628963e+23
body221,-1407931038441.0996,4002320710354.927,0.0,-5276.038439567512,-1855.9977614629245,0.0,0.0,0.0,0.0,9.945263104391981e+23
body222,86272413774.89348,-948040172455.1204,0.0,11758.882604602233,1070.0677197755194,0.0,0.0,0.0,0.0,6.456858861186665e+23
body223,902420731582.279,5861331737521.524,0.0,-4675.592364950707,719.8622551167009,0.0,0.0,0.0,0.0,5.703152816171961e+23
body224,-3192423699105.2363,1201253048420.2886,0.0,-2196.7831398277976,-5838.122589244307,0.0,0.0,0.0,0.0,8.74149999243562e+23
body225,-2525395020403.819,6962318193615.227,0.0,-3979.4969626756874,-1443.4562646776824,0.0,0.0,0.0,0.0,6.589245889649336e+23
body226,-285590599619.7793,-4580343989336.352,0.0,5367.261624337068,-334.65597107538366,0.0,0.0,0.0,0.0,9.528311802928402e+23
body227,391188723461.6691,1565371882466.7693,0.0,-8798.837403108711,2198.8423391410656,0.0,0.0,0.0,0.0,6.943853234728329e+23
body228,570173494297.9026,1098702890462.7177,0.0,-9190.721054662463,4769.5383204528125,0.0,0.0,0.0,0.0,1.675583820110511e+23
body229,-90075591267.26079,28952482553.38241,0.0,-11460.843060882416,-35656.43164543284,0.0,0.0,0.0,0.0,6.344300756076069e+23
body230,259149885117.6654,2216535238899.1245,0.0,-7659.599348985984,895.5347320906725,0.0,0.0,0.0,0.0,7.3626024689113e+23
body231,-5061831282472.54,1504066015087.405,0.0,-1427.9472285890308,-4805.658713704721,0.0,0.0,0.0,0.0,7.186464280641185e+23
body232,1628493659631.4573,-6722099217652.926,0.0,4257.323647318445,1031.377898804338,0.0,0.0,0.0,0.0,6.625522064477997e+23
body233,4545475090458.517,-2012318144989.525,0.0,2091.6914381878687,4724.7654914217355,0.0,0.0,0.0,0.0,4.826250694937904e+23
body234,-2463380739156.4116,-3286705839472.24,0.0,4548.5927639085885,-3409.1629589455024,0.0,0.0,0.0,0.0,9.175703006913454e+23
body235,5582871848814.64,2687759844638.586,0.0,-2007.5724729820738,4170.022804018011,0.0,0.0,0.0,0.0,2.493305102986522e+23
body236,-15407488120.191904,-2352676544116.0,0.0,7510.529890003842,-49.18585189536146,0.0,0.0,0.0,0.0,6.12286344387183e+23
body237,1570472891010.6152,1557768764467.2568,0.0,-5454.881662555924,5499.368051358216,0.0,0.0,0.0,0.0,7.198101920908843e+23
body238,4919185984769.704,-1852583024477.2908,0.0,1770.9337584307164,4702.381706690795,0.0,0.0,0.0,0.0,5.5042495940613296e+23
body239,3264893355120.397,1806711953220.5903,0.0,-2887.604604890709,5218.165004065625,0.0,0.0,0.0,0.0,1.3587470576525173e+23
body240,-1437089714720.5935,2941807826172.88,0.0,-5720.714488543593,-2794.6012921701795,0.0,0.0,0.0,0.0,3.253311121708035e+23
body241,729687296884.4069,-178040547676.11044,0.0,3150.9627035259946,12914.01025064346,0.0,0.0,0.0,0.0,8.523627525155632e+23
body242,4128696997537.8506,-1318980428034.2954,0.0,1683.9566335458494,5271.15228484946,0.0,0.0,0.0,0.0,9.996151751897062e+23
body243,-617925834951.2384,5015255886982.427,0.0,-5086.413416342898,-626.6930996200791,0.0,0.0,0.0,0.0,1.3620850583015455e+23
body244,-5577918632579.154,1045864616438.4833,0.0,-891.2064747904672,-4753.079053517559,0.0,0.0,0.0,0.0,6.863585404903177e+23
body245,2862016510364.477,6232809482680.283,0.0,-3997.6575382956685,1835.6668704824758,0.0,0.0,0.0,0.0,6.26796662750069e+23
body246,-4769055671971.361,248158796925.7002,0.0,-273.94665113625496,-5264.6404101083635,0.0,0.0,0.0,0.0,1.8211816566444443e+23
body247,-1325400761664.6084,2296492449292.7915,0.0,-6127.566343952127,-3536.4719365507135,0.0,0.0,0.0,0.0,7.031201585690669e+23
body248,-3089033250592.595,5635386806083.888,0.0,-3985.007396589136,-2184.378956672816,0.0,0.0,0.0,0.0,7.243063065850892e+23
body249,2079417949895.7363,-745781355021.8701,0.0,2616.6825928548515,7295.94098340328,0.0,0.0,0.0,0.0,8.322094312641753e+23
body250,-3982390351520.399,1161716669461.2178,0.0,-1583.9767545903078,-5429.90723154431,0.0,0.0,0.0,0.0,3.8306544145315107e+23
body251,2425514734848.205,-459774652304.16125,0.0,1365.5460498291752,7203.859648146265,0.0,0.0,0.0,0.0,4.63757551300671e+23
body252,3874667253971.803,-289779179211.2522,0.0,435.87749999440604,5828.162950037924,0.0,0.0,0.0,0.0,6.91894347834816e+23
body253,-3499703894865.0903,2122074405410.762,0.0,-2952.5226690352597,-4869.270869180507,0.0,0.0,0.0,0.0,2.688242872550744e+23
body254,111455061173.0126,-2751592155010.6333,0.0,6936.488220580699,280.9670457676223,0.0,0.0,0.0,0.0,6.62867867930508e+23
body255,1640540129585.3938,5461612320275.694,0.0,-4620.274796603412,1387.8220878843479,0.0,0.0,0.0,0.0,5.942976751767984e+23
body256,-6426030398513.477,2632652088468.8706,0.0,-1657.3217054910183,-4045.3502026526553,0.0,0.0,0.0,0.0,7.28425026209955e+23
body257,960153775381.0675,-163555502526.50266,0.0,1960.2108829072254,11507.432343717392,0.0,0.0,0.0,0.0,6.479845003737684e+23
body258,1005427858191.4617,1549178289971.765,0.0,-7110.844627298643,4614.9893332725715,0.0,0.0,0.0,0.0,5.9575510630240294e+23
body259,3470357020250.993,2301800225250.66,0.0,-3120.435768282565,4704.589936132467,0.0,0.0,0.0,0.0,9.930314254556977e+23
body260,-6635677107261.774,1639553517114.6553,0.0,-1056.9677003836935,-4277.808744477064,0.0,0.0,0.0,0.0,2.057195341806018e+23
body261,-6236661739380.532,63659848050.87343,0.0,-47.0835323528744,-4612.704456117978,0.0,0.0,0.0,0.0,7.44942993392612e+23
body262,-563598708198.3522,3801547944381.015,0.0,-5813.04607753232,-861.813479121638,0.0,0.0,0.0,0.0,8.512515510190249e+23
body263,288799156779.75275,7328018935917.973,0.0,-4250.76269974161,167.52367783045585,0.0,0.0,0.0,0.0,5.961385691924226e+23
body264,2571033378023.649,-1374388247851.2595,0.0,3180.85047192169,5950.33662911384,0.0,0.0,0.0,0.0,5.5741680243360456e+23
body265,4325368401950.263,-4967059398064.865,0.0,3385.2766561660706,2947.935087336628,0.0,0.0,0.0,0.0,3.4862266253983686e+23
body266,-5098765296265.487,3017891604501.915,0.0,-2410.6926640418797,-4072.8951553603533,0.0,0.0,0.0,0.0,9.40823554314268e+23
body267,1644704758527.4883,-3464081835194.1826,0.0,5314.432264744935,2523.2290836478014,0.0,0.0,0.0,0.0,3.54555084954544e+23
body268,-1953057458357.2886,-1187364567608.4006,0.0,3958.50005541746,-6511.208324763314,0.0,0.0,0.0,0.0,9.990120999064049e+23
body269,2201544890780.773,2974603722530.0933,0.0,-4813.618311381365,3562.6247352963846,0.0,0.0,0.0,0.0,5.8472251993348625e+23
body270,-2491791009568.694,-842953120343.6005,0.0,2276.1909769661065,-6728.478815231881,0.0,0.0,0.0,0.0,5.890870566628057e+23
body271,-1502276550258.4893,3102100875279.14,0.0,-5584.868549176413,-2704.624186971001,0.0,0.0,0.0,0.0,2.6978713633639486e+23
body272,-4715715777841.045,-2284455655714.893,0.0,2194.1281247769143,-4529.2560574468,0.0,0.0,0.0,0.0,3.102062014521038e+23
body273,5600449572048.401,1575589485034.7432,0.0,-1293.491609482866,4597.7296748821445,0.0,0.0,0.0,0.0,7.702346364086763e+23
body274,1993534832962.4346,-4907713736629.815,0.0,4637.469267866758,1883.760345124327,0.0,0.0,0.0,0.0,4.474708772418841e+23
body275,2145628393103.9917,-4504650178773.805,0.0,4656.234607819814,2217.8301939111097,0.0,0.0,0.0,0.0,9.827363247938065e+23
body276,3642014333320.5,862752105695.3204,0.0,-1372.6360894584634,5794.434205653704,0.0,0.0,0.0,0.0,5.520620351196693e+23
body277,3036844564231.3657,-3246138431707.233,0.0,3990.204318353224,3732.9370109427273,0.0,0.0,0.0,0.0,8.867713366488775e+23
body278,-3291114991729.0586,-541441335759.4368,0.0,1024.0092130249623,-6224.371598685038,0.0,0.0,0.0,0.0,5.1123526702681796e+23
body279,-4579785397320.633,2907283274767.905,0.0,-2650.9192717016745,-4175.94029291294,0.0,0.0,0.0,0.0,6.893031937849603e+23
body280,-1195567233223.963,232034921480.03082,0.0,-1988.9074051763168,-10247.907980307795,0.0,0.0,0.0,0.0,9.722832675167955e+23
body281,-909535910988.2325,-2416406945183.817,0.0,6710.009953082999,-2525.6486816433962,0.0,0.0,0.0,0.0,6.848529873213453e+23
body282,3826967443821.9443,-5107638958889.196,0.0,3649.3944769493405,2734.3580792143684,0.0,0.0,0.0,0.0,8.7340796575144e+23
body283,-1174907945547.422,2639132464549.9883,0.0,-6192.134121398453,-2756.6587417834967,0.0,0.0,0.0,0.0,7.468456827006847e+23
body284,3962526521577.711,-4095028736803.565,0.0,3468.1837691713267,3355.9642801857003,0.0,0.0,0.0,0.0,1.323091898539179e+23
body285,-394940471050.0229,-426765264487.1111,0.0,11088.288551984462,-10261.411291573328,0.0,0.0,0.0,0.0,9.28836188902267e+23
body286,-151577314634.25858,-7459398554369.055,0.0,4216.763909273608,-85.68596317192159,0.0,0.0,0.0,0.0,4.9057432473081305e+23
body287,-536283697795.15765,-598731852040.7616,0.0,9571.572244797804,-8573.250512157827,0.0,0.0,0.0,0.0,8.853213093463816e+23
body288,-1158090359697.2004,-3154462513166.4844,0.0,5899.5439993099035,-2165.885631448517,0.0,0.0,0.0,0.0,9.130816558454373e+23
body289,118747958230.41399,-398036540628.4598,0.0,17129.01037072845,5110.171555656806,0.0,0.0,0.0,0.0,3.640309983686879e+23
body290,1739061394558.2622,2258635262981.2983,0.0,-5406.465779739373,4162.768585368945,0.0,0.0,0.0,0.0,5.78049686333884e+23
body291,1126083072953.1494,-4114288482213.0947,0.0,5380.0784286104745,1472.5304936225048,0.0,0.0,0.0,0.0,2.529852841612876e+23
body292,454041287786.92285,-478421964798.6859,0.0,10289.140033055617,9764.799140847026,0.0,0.0,0.0,0.0,6.577393316836738e+23
body293,1586373523321.9844,-967625667435.8623,0.0,4400.853270715689,7214.977179334774,0.0,0.0,0.0,0.0,2.2880594811565865e+23
body294,-87199967663.76743,3488617702351.1377,0.0,-6165.034760418382,-154.09852199975313,0.0,0.0,0.0,0.0,3.297940373432386e+23
body295,48596987829.04963,-135966040886.20967,0.0,28549.01119926637,10203.988736740997,0.0,0.0,0.0,0.0,9.110884812389947e+23
body296,2783245240405.0327,4264805994944.99,0.0,-4275.136106061039,2789.9867504832578,0.0,0.0,0.0,0.0,4.97556805243433e+23
body297,-2245048563888.2144,-1377159224760.152,0.0,3711.7604346440594,-6050.921551751607,0.0,0.0,0.0,0.0,6.75044832124011e+23
body298,-1985344214.0858462,3216891938450.9634,0.0,-6423.138686072718,-3.964118618422104,0.0,0.0,0.0,0.0,8.607735326283388e+23
body299,-1160725620091.9644,1027300040974.622,0.0,-6132.645810824402,-6929.1529520628055,0.0,0.0,0.0,0.0,5.348872549532944e+23
body300,-1647519547791.0046,-799714266095.515,0.0,3717.4185266599925,-7658.384937778868,0.0,0.0,0.0,0.0,6.173307371607805e+23
body301,-2082092224539.2744,7128017403330.695,0.0,-4058.001906335299,-1185.3414123818313,0.0,0.0,0.0,0.0,9.801500361191764e+23
body302,-758250080461.624,4890693158409.035,0.0,-5117.332631729834,-793.388125993227,0.0,0.0,0.0,0.0,6.093361152601291e+23
body303,-172585464224.3889,-5150391615084.143,0.0,5072.008791438422,-169.95891909595716,0.0,0.0,0.0,0.0,1.4413982569839993e+23
body304,-4564396188636.213,93871207748.47928,0.0,-110.86266813240655,-5390.589425901952,0.0,0.0,0.0,0.0,9.137397618043529e+23
body305,663059252670.1876,-2091539298600.0012,0.0,7413.779420721937,2350.314452831912,0.0,0.0,0.0,0.0,6.463584983478393e+23
body306,-1754277593536.25,-2031091061740.2324,0.0,5321.917011416863,-4596.603246232026,0.0,0.0,0.0,0.0,6.588020468172737e+23
body307,-925276817330.9858,-5009038974340.082,0.0,5019.490301564139,-927.2074013891851,0.0,0.0,0.0,0.0,6.932633862850783e+23
body308,-4351062299076.054,-4532384746215.612,0.0,3315.5606386298527,-3182.9184199528236,0.0,0.0,0.0,0.0,9.130633336656711e+23
body309,-1759139237098.4329,4531615856414.403,0.0,-4871.0142116981915,-1890.891129294078,0.0,0.0,0.0,0.0,4.967408711465304e+23
body310,-482996480707.81525,-4339865604130.4316,0.0,5479.209190712125,-609.7973987160216,0.0,0.0,0.0,0.0,1.8112003817159704e+23
body311,-35772625660.06324,-2259868802492.5376,0.0,7662.005145672836,-121.28582047742029,0.0,0.0,0.0,0.0,2.5807606339987595e+23
body312,-1021340875125.635,-258188492830.23572,0.0,2750.8660741510234,-10881.86360564945,0.0,0.0,0.0,0.0,9.743406230902059e+23
body313,3428477975288.051,-2071839083595.3406,0.0,2976.985570252961,4926.313795881696,0.0,0.0,0.0,0.0,8.474253576106576e+23
body314,894427676674.3384,-1763903409781.9182,0.0,7306.25693632082,3704.805138704932,0.0,0.0,0.0,0.0,5.33663046886367e+23
body315,-130715482901.1395,-6045595620066.041,0.0,4683.751824723761,-101.27023374268816,0.0,0.0,0.0,0.0,4.048437284216976e+23
body316,902555929441.1483,-214327014930.62112,0.0,2763.522714028656,11637.514815849303,0.0,0.0,0.0,0.0,2.2668131350529436e+23
body317,4614724732230.512,-5568221336973.288,0.0,3298.382879254818,2733.571122288868,0.0,0.0,0.0,0.0,7.517950408679664e+23
body318,7176982598211.984,-1497113276896.5742,0.0,868.8281428466528,4165.058555203795,0.0,0.0,0.0,0.0,8.241288796185057e+23
body319,703758486315.6039,-2692999764129.2305,0.0,6680.820268299543,1745.8909659003857,0.0,0.0,0.0,0.0,1.1252678959081105e+23
body320,-3885963218217.9414,1134644261273.5427,0.0,-1604.8275645862523,-5496.260899045777,0.0,0.0,0.0,0.0,7.055455436863783e+23
body321,-4356955296816.514,-2560467958144.1846,0.0,2596.4584634684816,-4418.197626488724,0.0,0.0,0.0,0.0,8.401755711040968e+23
body322,5469080971981.787,4429501004168.269,0.0,-2733.1313214375486,3374.582484558728,0.0,0.0,0.0,0.0,3.104397119904249e+23
body323,194284057280.15778,-172951543049.84146,0.0,15019.247592262278,16871.779852689968,0.0,0.0,0.0,0.0,6.052666440248909e+23
body324,1226152542451.1401,6741859003230.63,0.0,-4329.883602398697,787.4827677432291,0.0,0.0,0.0,0.0,1.568953370441759e+23
body325,5201472621822.182,-3329096948909.358,0.0,2499.032618235376,3904.5572851371558,0.0,0.0,0.0,0.0,3.719711570763252e+23
body326,1978281523125.1304,2384521416406.043,0.0,-5037.082501435496,4178.938035316822,0.0,0.0,0.0,0.0,9.516353795937517e+23
body327,-2326180672669.619,107874503022.29568,0.0,-349.7192788075719,-7541.265122250381,0.0,0.0,0.0,0.0,1.8747279875963942e+23
body328,4373669466190.723,5002879479953.515,0.0,-3364.5750491640993,2941.413883384795,0.0,0.0,0.0,0.0,5.0827938120000336e+23
body329,-217161283611.861,-5035203792533.97,0.0,5126.864392800408,-221.114476855004,0.0,0.0,0.0,0.0,9.513766772014889e+23
body330,-154336450039.4393,-3174768234200.6426,0.0,6454.175773841005,-313.7597781577835,0.0,0.0,0.0,0.0,2.390706121688515e+23
body331,2557382864533.346,1834134554384.5671,0.0,-3784.6910842452507,5277.096003269309,0.0,0.0,0.0,0.0,5.404123340106531e+23
body332,2954417174000.516,-928817945458.2992,0.0,1963.3092252282272,6244.963850290231,0.0,0.0,0.0,0.0,1.294446581695422e+23
body333,-2642175433850.2256,981676150171.1249,0.0,-2389.860384067328,-6432.294801105062,0.0,0.0,0.0,0.0,9.554996528662843e+23
body334,5200693373178.134,3746398441838.363,0.0,-2659.716136450386,3692.177513981911,0.0,0.0,0.0,0.0,7.171122389331568e+23
body335,4066944875934.9854,-569884618883.6704,0.0,788.89013053549,5629.863603516403,0.0,0.0,0.0,0.0,4.228064570910861e+23
body336,1116258838862.3396,2809470070940.1177,0.0,-6157.586281632431,2446.5325984517995,0.0,0.0,0.0,0.0,2.0994374717853734e+23
body337,-6099177455748.394,1783726211983.5845,0.0,-1282.790840460077,-4386.3059936053905,0.0,0.0,0.0,0.0,6.964918642557801e+23
body338,-3955168205295.0317,-2766615127793.487,0.0,3005.607111460662,-4296.832459793158,0.0,0.0,0.0,0.0,1.1922170926273356e+23
body339,238388528247.49295,5896354266503.498,0.0,-4738.511031549133,191.5771373020565,0.0,0.0,0.0,0.0,2.133314967772386e+23
body340,3866269761015.5693,1778257200191.1711,0.0,-2333.549788655131,5073.5815846727255,0.0,0.0,0.0,0.0,7.88641638299726e+23
body341,341566463379.3918,1572165435393.5605,0.0,-8875.522066344392,1928.2835092275825,0.0,0.0,0.0,0.0,8.827258840925903e+23
body342,1505080583913.3513,2006001014787.664,0.0,-5818.950718601036,4365.8949725118155,0.0,0.0,0.0,0.0,9.104779320685824e+23
body343,60321569754.07455,-74421311828.0532,0.0,28915.419781698754,23437.150844102714,0.0,0.0,0.0,0.0,2.302191822884572e+23
body344,-4264230576.3075304,1037408967822.1898,0.0,-11310.587327851268,-46.491744158207986,0.0,0.0,0.0,0.0,2.570474088112541e+23
body345,4905004242449.51,801542320763.0098,0.0,-833.3916371748628,5099.904783659294,0.0,0.0,0.0,0.0,1.1337429450763796e+23
body346,448834634750.0934,5907769170732.824,0.0,-4719.318056189214,358.5436964112897,0.0,0.0,0.0,0.0,3.913943157658202e+23
body347,1291807890073.1533,441369178130.94977,0.0,-3187.9214638287203,9330.470508490454,0.0,0.0,0.0,0.0,7.675462512587345e+23
body348,-108128559863.41022,-3969095962280.053,0.0,5779.3395697293145,-157.4443325571474,0.0,0.0,0.0,0.0,5.286213688809252e+23
body349,-5815995114590.337,-484873042391.78217,0.0,396.1882573493843,-4752.2315487695,0.0,0.0,0.0,0.0,1.9814860900346094e+23
body350,3584183295553.523,-1279821732828.7883,0.0,1985.8283279588275,5561.3782281810845,0.0,0.0,0.0,0.0,1.3902853320925451e+23
body351,3939589041100.1167,-4358021996092.202,0.0,3525.905835682131,3187.368031336203,0.0,0.0,0.0,0.0,5.693060932417756e+23
body352,3378516744019.6816,-776922857804.0548,0.0,1386.6594904670021,6030.009620309201,0.0,0.0,0.0,0.0,1.5474286674505523e+23
body353,-2951543171445.379,2098932006578.6458,0.0,-3508.206063341406,-4933.2811247931295,0.0,0.0,0.0,0.0,7.174877464560094e+23
body354,3124783512199.618,-1991297191376.4277,0.0,3216.3243125985073,5047.1206535211295,0.0,0.0,0.0,0.0,1.6614164418980546e+23
body355,-523168912182.7352,-423458420730.62036,0.0,8834.590576773027,-10914.845272543123,0.0,0.0,0.0,0.0,1.591140099881025e+23
body356,-1415295845367.1218,-1566757822311.6482,0.0,5883.390180201602,-5314.629715029917,0.0,0.0,0.0,0.0,5.935207906435245e+23
body357,2481448908244.8716,-83792651610.66077,0.0,246.74160998501998,7307.045271234872,0.0,0.0,0.0,0.0,5.77501153688192e+23
body358,-2708253736396.068,-2112393369545.6672,0.0,3823.10368476692,-4901.51833847429,0.0,0.0,0.0,0.0,1.8926061551113777e+23
body359,3172933984682.8604,-4209802275483.161,0.0,4006.928467718836,3020.0277061608926,0.0,0.0,0.0,0.0,6.858249983931748e+23
body360,-1051104486377.6345,-5672561797258.21,0.0,4716.069746409592,-873.870086513103,0.0,0.0,0.0,0.0,2.935207596947472e+23
body361,460554275015.70105,3387489941237.084,0.0,-6173.918084027465,839.3897595330424,0.0,0.0,0.0,0.0,4.050384569516577e+23
body362,-2965779913276.7886,1729156536877.0242,0.0,-3131.697192078402,-5371.361371079843,0.0,0.0,0.0,0.0,1.8557725534806778e+23
body363,-1644898505734.084,-2785678562060.8135,0.0,5515.318157871129,-3256.706900820178,0.0,0.0,0.0,0.0,4.368709210919831e+23
body364,1066758810226.1392,-560663991141.2347,0.0,4882.271519057808,9289.353764756212,0.0,0.0,0.0,0.0,1.6041997732298298e+23
body365,5194865215678.817,3446605389920.7095,0.0,-2550.834252948372,3844.722163539706,0.0,0.0,0.0,0.0,1.8690798930920704e+23
body366,2098714019456.4702,-5133278124177.968,0.0,4528.163735621826,1851.3161540152767,0.0,0.0,0.0,0.0,6.007336620538151e+23
body367,-4091051516609.7837,-1667121260817.4165,0.0,2068.4251629733412,-5075.83587280679,0.0,0.0,0.0,0.0,3.9668138327458455e+23
body368,-593772755530.877,779570562315.5787,0.0,-9257.999076602713,-7051.507442877763,0.0,0.0,0.0,0.0,6.988064680026238e+23
body369,3805071086586.551,-4150590100854.3574,0.0,3578.6545871016974,3280.7467775384685,0.0,0.0,0.0,0.0,7.489546108715345e+23
body370,-5851131671176.378,-4274174076360.8823,0.0,2524.4784890251362,-3455.8854591422814,0.0,0.0,0.0,0.0,4.1648156712383407e+23
body371,1010160783440.3904,4235610206190.3374,0.0,-5370.179874450727,1280.7470104927756,0.0,0.0,0.0,0.0,6.910626726893368e+23
body372,1349430521443.0332,1091134471146.1576,0.0,-5498.608071498647,6800.25217179614,0.0,0.0,0.0,0.0,8.608360767412106e+23
body373,221274046242.21127,-2787895666395.806,0.0,6867.235638287996,545.0494559386303,0.0,0.0,0.0,0.0,6.166900038983164e+23
body374,3406852125749.4453,-5002533005143.833,0.0,3870.4400590822133,2635.8680551056004,0.0,0.0,0.0,0.0,9.770919419131373e+23
body375,-4638429116446.88,-4016003909795.715,0.0,3044.3453371019455,-3516.1768686752243,0.0,0.0,0.0,0.0,6.784292474468482e+23
body376,242929362161.0206,-116025741420.55334,0.0,9569.107616776166,20035.35751060328,0.0,0.0,0.0,0.0,8.465147109636967e+23
body377,870241131261.1489,1861975958875.9956,0.0,-7279.904146251656,3402.4456596803398,0.0,0.0,0.0,0.0,7.324288955790442e+23
body378,-1263902856923.2222,1996450568328.9983,0.0,-6332.249558440177,-4008.788614466946,0.0,0.0,0.0,0.0,1.054952104632928e+23
body379,-5958683749266.054,-2637489145476.0947,0.0,1826.6443746930488,-4126.802254273153,0.0,0.0,0.0,0.0,4.6070590959956403e+23
body380,-753893738600.1874,-835579035296.2286,0.0,8062.819368120463,-7274.606925645746,0.0,0.0,0.0,0.0,1.2759138854281531e+23
body381,1217018581691.96,5466060936776.244,0.0,-4751.917888544513,1058.0146170935072,0.0,0.0,0.0,0.0,4.7784924438805285e+23
body382,-1779908805670.337,1894143733896.1365,0.0,-5207.368488600772,-4893.3145153486985,0.0,0.0,0.0,0.0,7.494363709684059e+23
body383,-5309721955206.252,-2401189940251.3843,0.0,1966.4248066593877,-4348.331131225903,0.0,0.0,0.0,0.0,1.7646133597946137e+23
body384,255174295238.5497,387986887127.38983,0.0,-14124.53033619123,9289.533212831806,0.0,0.0,0.0,0.0,6.560543637334274e+23
body385,-701242561492.3745,5016901711593.525,0.0,-5069.271038281066,-708.5625376252808,0.0,0.0,0.0,0.0,6.957448235274351e+23
body386,-3430492163828.48,1307514782381.6287,0.0,-2141.3925435163324,-5618.315325531368,0.0,0.0,0.0,0.0,3.458501599282925e+23
body387,4277326472139.4795,3714856474405.9644,0.0,-3173.7503287711415,3654.290923685002,0.0,0.0,0.0,0.0,4.869222700581013e+23
body388,-943571511379.6583,-1956667068629.9172,0.0,7040.505846932443,-3395.1717435092487,0.0,0.0,0.0,0.0,5.379694780278257e+23
body389,4812235220873.117,1411778637660.1147,0.0,-1448.1693832523988,4936.277916364861,0.0,0.0,0.0,0.0,4.55737056478866e+23
body390,4507658254087.123,217886579462.6025,0.0,-261.8240395909392,5416.640603067063,0.0,0.0,0.0,0.0,3.71277425816593e+23
body391,1066539983199.4728,1244552672966.4033,0.0,-6832.7989439301455,5855.479988239403,0.0,0.0,0.0,0.0,3.2996755361931336e+23
body392,2501658195474.5215,121597251085.77905,0.0,-353.4099859865015,7270.81393626229,0.0,0.0,0.0,0.0,7.72312711086791e+23
body393,-1004181995540.1644,940529587492.7728,0.0,-6713.964685234421,-7168.347009239303,0.0,0.0,0.0,0.0,7.333041370443973e+23
body394,1890100518964.1143,-3272759002634.5864,0.0,5131.629218912361,2963.644754162982,0.0,0.0,0.0,0.0,8.255801679100875e+23
body395,393067839848.32574,-464554253214.11536,0.0,11273.93166469084,9539.079527047628,0.0,0.0,0.0,0.0,1.3807203540651222e+23
body396,187912337163.43988,-101525522645.80989,0.0,11849.09818707335,21931.349630968154,0.0,0.0,0.0,0.0,8.758990122508597e+23
body397,-3885161921783.4434,-1930630270670.7498,0.0,2461.3230635630653,-4953.117533187899,0.0,0.0,0.0,0.0,7.385490654120408e+23
body398,2373998808243.4946,2097562011547.873,0.0,-4285.700020446965,4850.510585630907,0.0,0.0,0.0,0.0,1.1877090312227392e+23
body399,785857501941.8671,-2351957422505.0947,0.0,6938.684483314835,2318.416652718457,0.0,0.0,0.0,0.0,6.563127369738162e+23
body400,5460400140243.878,-3012175568212.896,0.0,2228.303919492531,4039.416282007047,0.0,0.0,0.0,0.0,1.793168931680962e+23
body401,265674609134.0111,6322796414566.342,0.0,-4575.478181124819,192.2548659911115,0.0,0.0,0.0,0.0,6.299841594726206e+23
